time,Tin,RHin,Tout,RHout,Voltage,Current
2274,26.60,69.80,26.80,65.80,0.07,-0.11
2498,26.60,69.80,26.80,65.80,0.27,-0.04
2722,26.60,69.80,26.80,65.80,0.22,0.11
2946,26.60,69.80,26.80,65.80,0.24,-0.04
3170,26.60,69.80,26.80,65.80,0.22,-0.04
3397,26.60,69.80,26.80,65.80,0.24,-0.11
3621,26.60,69.80,26.80,65.80,0.22,-0.04
3846,26.60,69.80,26.80,65.80,0.22,0.04
4070,26.60,69.80,26.80,65.80,0.24,-0.04
4300,26.70,69.90,26.80,67.30,0.07,-0.11
4525,26.70,69.90,26.80,67.30,0.24,-0.04
4749,26.70,69.90,26.80,67.30,0.24,0.04
4972,26.70,69.90,26.80,67.30,0.22,-0.11
5196,26.70,69.90,26.80,67.30,0.24,-0.04
5421,26.70,69.90,26.80,67.30,0.27,-0.11
5645,26.70,69.90,26.80,67.30,0.24,-0.04
5869,26.70,69.90,26.80,67.30,0.22,-0.11
6122,26.70,69.90,26.80,67.30,0.22,-0.04
6355,26.60,69.80,26.80,67.20,0.10,-0.04
6579,26.60,69.80,26.80,67.20,0.24,-0.11
6803,26.60,69.80,26.80,67.20,0.22,0.04
7027,26.60,69.80,26.80,67.20,0.22,-0.04
7251,26.60,69.80,26.80,67.20,0.22,-0.04
7476,26.60,69.80,26.80,67.20,0.22,-0.11
7700,26.60,69.80,26.80,67.20,0.22,-0.04
7924,26.60,69.80,26.80,67.20,0.22,-0.04
8148,26.60,69.80,26.80,67.20,0.22,-0.11
8379,26.60,69.80,26.90,67.30,0.07,-0.04
8603,26.60,69.80,26.90,67.30,0.24,0.04
8827,26.60,69.80,26.90,67.30,0.22,0.04
9054,26.60,69.80,26.90,67.30,0.22,-0.04
9278,26.60,69.80,26.90,67.30,0.22,-0.11
9502,26.60,69.80,26.90,67.30,0.22,-0.04
9726,26.60,69.80,26.90,67.30,0.22,-0.04
9951,26.60,69.80,26.90,67.30,0.22,0.04
10175,26.60,69.80,26.90,67.30,0.22,0.04
10405,26.70,69.90,26.80,67.20,0.10,-0.19
10630,26.70,69.90,26.80,67.20,0.24,-0.04
10854,26.70,69.90,26.80,67.20,0.22,-0.04
11078,26.70,69.90,26.80,67.20,0.22,-0.11
11302,26.70,69.90,26.80,67.20,0.22,-0.11
11555,26.70,69.90,26.80,67.20,0.22,-0.11
11780,26.70,69.90,26.80,67.20,0.22,-0.04
12001,26.70,69.90,26.80,67.20,0.22,-0.11
12225,26.70,69.90,26.80,67.20,0.22,0.04
12456,26.70,69.90,26.90,67.30,0.07,-0.04
12681,26.70,69.90,26.90,67.30,0.24,-0.04
12905,26.70,69.90,26.90,67.30,0.24,-0.04
13129,26.70,69.90,26.90,67.30,0.22,0.04
13353,26.70,69.90,26.90,67.30,0.22,0.04
13577,26.70,69.90,26.90,67.30,0.22,-0.04
13801,26.70,69.90,26.90,67.30,0.17,-0.04
14025,26.70,69.90,26.90,67.30,0.15,0.11
14249,26.70,69.90,26.90,67.30,0.24,0.04
14481,26.60,69.80,26.90,67.30,0.00,-0.11
14707,26.60,69.80,26.90,67.30,0.00,0.04
14931,26.60,69.80,26.90,67.30,0.32,-0.11
15156,26.60,69.80,26.90,67.30,0.27,-0.04
15380,26.60,69.80,26.90,67.30,0.29,-0.04
15604,26.60,69.80,26.90,67.30,0.15,-0.04
15828,26.60,69.80,26.90,67.30,0.20,-0.04
16053,26.60,69.80,26.90,67.30,0.12,0.04
16277,26.60,69.80,26.90,67.30,0.15,-0.04
16508,26.70,69.80,26.80,67.20,0.32,-0.11
16733,26.70,69.80,26.80,67.20,0.41,-0.11
16957,26.70,69.80,26.80,67.20,0.27,-0.11
17210,26.70,69.80,26.80,67.20,0.05,0.04
17437,26.70,69.80,26.80,67.20,0.37,-0.04
17661,26.70,69.80,26.80,67.20,0.17,-0.04
17886,26.70,69.80,26.80,67.20,0.32,-0.04
18110,26.70,69.80,26.80,67.20,0.12,-0.04
18334,26.70,69.80,26.80,67.20,0.34,0.04
18566,26.70,69.80,26.80,67.20,0.20,-0.11
18790,26.70,69.80,26.80,67.20,0.24,-0.11
19014,26.70,69.80,26.80,67.20,0.37,-0.04
19238,26.70,69.80,26.80,67.20,0.17,-0.04
19463,26.70,69.80,26.80,67.20,0.41,-0.04
19687,26.70,69.80,26.80,67.20,0.24,-0.04
19911,26.70,69.80,26.80,67.20,0.17,-0.04
20139,26.70,69.80,26.80,67.20,0.22,-0.11
20363,26.70,69.80,26.80,67.20,0.20,-0.04
20594,26.70,69.80,26.80,67.20,0.17,-0.11
20818,26.70,69.80,26.80,67.20,0.12,0.04
21043,26.70,69.80,26.80,67.20,0.22,-0.04
21267,26.70,69.80,26.80,67.20,0.20,-0.04
21491,26.70,69.80,26.80,67.20,0.10,-0.04
21715,26.70,69.80,26.80,67.20,0.10,0.04
21940,26.70,69.80,26.80,67.20,0.15,-0.11
22164,26.70,69.80,26.80,67.20,0.29,0.04
22388,26.70,69.80,26.80,67.20,0.15,-0.11
22619,26.70,69.80,26.80,67.20,0.15,-0.11
22872,26.70,69.80,26.80,67.20,0.20,-0.04
23099,26.70,69.80,26.80,67.20,0.22,-0.04
23323,26.70,69.80,26.80,67.20,0.24,-0.04
23547,26.70,69.80,26.80,67.20,0.24,-0.11
23772,26.70,69.80,26.80,67.20,0.10,-0.04
23996,26.70,69.80,26.80,67.20,0.29,-0.04
24220,26.70,69.80,26.80,67.20,0.12,-0.04
24444,26.70,69.80,26.80,67.20,0.24,-0.04
24676,26.70,69.90,26.80,67.20,0.05,-0.19
24900,26.70,69.90,26.80,67.20,0.24,-0.04
25124,26.70,69.90,26.80,67.20,0.22,0.04
25349,26.70,69.90,26.80,67.20,0.22,-0.04
25573,26.70,69.90,26.80,67.20,0.22,-0.04
25800,26.70,69.90,26.80,67.20,0.22,-0.04
26024,26.70,69.90,26.80,67.20,0.22,-0.04
26249,26.70,69.90,26.80,67.20,0.22,-0.04
26473,26.70,69.90,26.80,67.20,0.22,-0.04
26703,26.70,69.80,26.90,67.30,0.07,-0.04
26928,26.70,69.80,26.90,67.30,0.24,-0.04
27152,26.70,69.80,26.90,67.30,0.22,-0.04
27376,26.70,69.80,26.90,67.30,0.22,-0.11
27600,26.70,69.80,26.90,67.30,0.22,-0.04
27825,26.70,69.80,26.90,67.30,0.22,-0.04
28049,26.70,69.80,26.90,67.30,0.22,0.04
28301,26.70,69.80,26.90,67.30,0.22,-0.11
28528,26.70,69.80,26.90,67.30,0.22,-0.04
28760,26.70,69.80,26.80,67.20,0.10,-0.04
28984,26.70,69.80,26.80,67.20,0.22,0.04
29208,26.70,69.80,26.80,67.20,0.22,-0.04
29432,26.70,69.80,26.80,67.20,0.22,0.04
29657,26.70,69.80,26.80,67.20,0.22,-0.04
29881,26.70,69.80,26.80,67.20,0.22,0.04
30105,26.70,69.80,26.80,67.20,0.22,-0.04
30328,26.70,69.80,26.80,67.20,0.22,-0.04
30553,26.70,69.80,26.80,67.20,0.22,0.04
30784,26.70,69.80,26.80,67.20,0.10,-0.11
31008,26.70,69.80,26.80,67.20,0.24,-0.04
31235,26.70,69.80,26.80,67.20,0.22,-0.04
31459,26.70,69.80,26.80,67.20,0.22,-0.04
31683,26.70,69.80,26.80,67.20,0.22,-0.04
31907,26.70,69.80,26.80,67.20,0.22,-0.04
32132,26.70,69.80,26.80,67.20,0.22,0.04
32356,26.70,69.80,26.80,67.20,0.22,-0.04
32580,26.70,69.80,26.80,67.20,0.22,-0.04
32812,26.60,69.70,26.80,67.20,0.07,-0.04
33036,26.60,69.70,26.80,67.20,0.22,-0.04
33260,26.60,69.70,26.80,67.20,0.22,0.04
33484,26.60,69.70,26.80,67.20,0.22,-0.04
33709,26.60,69.70,26.80,67.20,0.22,-0.04
33961,26.60,69.70,26.80,67.20,0.22,-0.04
34184,26.60,69.70,26.80,67.20,0.22,-0.19
34408,26.60,69.70,26.80,67.20,0.22,-0.04
34632,26.60,69.70,26.80,67.20,0.22,-0.04
34864,26.70,69.80,26.80,67.20,0.07,-0.11
35088,26.70,69.80,26.80,67.20,0.22,-0.11
35312,26.70,69.80,26.80,67.20,0.22,-0.04
35536,26.70,69.80,26.80,67.20,0.22,-0.04
35761,26.70,69.80,26.80,67.20,0.22,-0.04
35985,26.70,69.80,26.80,67.20,0.22,-0.11
36209,26.70,69.80,26.80,67.20,0.22,0.04
36433,26.70,69.80,26.80,67.20,0.22,-0.04
36658,26.70,69.80,26.80,67.20,0.22,0.04
36891,26.70,69.80,26.80,67.20,0.10,0.04
37115,26.70,69.80,26.80,67.20,0.24,-0.04
37340,26.70,69.80,26.80,67.20,0.22,-0.04
37564,26.70,69.80,26.80,67.20,0.22,-0.04
37788,26.70,69.80,26.80,67.20,0.22,0.04
38012,26.70,69.80,26.80,67.20,0.22,-0.04
38237,26.70,69.80,26.80,67.20,0.22,-0.11
38461,26.70,69.80,26.80,67.20,0.22,-0.04
38685,26.70,69.80,26.80,67.20,0.22,-0.11
38916,26.70,69.80,26.80,67.20,0.07,-0.04
39140,26.70,69.80,26.80,67.20,0.24,-0.04
39364,26.70,69.80,26.80,67.20,0.22,-0.11
39620,26.70,69.80,26.80,67.20,0.22,-0.04
39844,26.70,69.80,26.80,67.20,0.22,0.04
40069,26.70,69.80,26.80,67.20,0.22,0.04
40292,26.70,69.80,26.80,67.20,0.22,-0.04
40516,26.70,69.80,26.80,67.20,0.22,-0.04
40740,26.70,69.80,26.80,67.20,0.22,-0.04
40972,26.70,69.70,26.80,67.20,0.10,-0.11
41196,26.70,69.70,26.80,67.20,0.22,-0.04
41420,26.70,69.70,26.80,67.20,0.22,-0.04
41645,26.70,69.70,26.80,67.20,0.22,0.04
41869,26.70,69.70,26.80,67.20,0.22,0.04
42093,26.70,69.70,26.80,67.20,0.22,-0.04
42319,26.70,69.70,26.80,67.20,0.22,0.04
42544,26.70,69.70,26.80,67.20,0.20,-0.11
42768,26.70,69.70,26.80,67.20,0.22,-0.04
42999,26.60,69.70,26.80,67.20,0.10,-0.04
43224,26.60,69.70,26.80,67.20,0.22,-0.04
43448,26.60,69.70,26.80,67.20,0.22,-0.04
43672,26.60,69.70,26.80,67.20,0.22,0.04
43895,26.60,69.70,26.80,67.20,0.22,-0.11
44120,26.60,69.70,26.80,67.20,0.22,-0.04
44344,26.60,69.70,26.80,67.20,0.22,-0.04
44568,26.60,69.70,26.80,67.20,0.22,0.04
44792,26.60,69.70,26.80,67.20,0.22,-0.04
45051,26.70,69.70,26.80,67.20,0.10,-0.04
45279,26.70,69.70,26.80,67.20,0.22,-0.04
45503,26.70,69.70,26.80,67.20,0.22,-0.04
45727,26.70,69.70,26.80,67.20,0.22,-0.04
45952,26.70,69.70,26.80,67.20,0.22,-0.04
46175,26.70,69.70,26.80,67.20,0.22,-0.04
46399,26.70,69.70,26.80,67.20,0.22,0.04
46623,26.70,69.70,26.80,67.20,0.22,-0.11
46848,26.70,69.70,26.80,67.20,0.22,0.04
47079,26.70,69.70,26.80,67.10,0.10,-0.11
47303,26.70,69.70,26.80,67.10,0.22,0.04
47527,26.70,69.70,26.80,67.10,0.22,-0.11
47751,26.70,69.70,26.80,67.10,0.22,-0.04
47978,26.70,69.70,26.80,67.10,0.22,-0.04
48202,26.70,69.70,26.80,67.10,0.22,-0.04
48427,26.70,69.70,26.80,67.10,0.22,-0.04
48651,26.70,69.70,26.80,67.10,0.22,-0.11
48875,26.70,69.70,26.80,67.10,0.22,-0.04
49105,26.70,69.70,26.80,67.10,0.10,-0.04
49330,26.70,69.70,26.80,67.10,0.22,0.04
49554,26.70,69.70,26.80,67.10,0.22,0.04
49778,26.70,69.70,26.80,67.10,0.22,0.04
50002,26.70,69.70,26.80,67.10,0.22,-0.04
50227,26.70,69.70,26.80,67.10,0.22,-0.11
50451,26.70,69.70,26.80,67.10,0.22,-0.04
50707,26.70,69.70,26.80,67.10,0.22,-0.11
50930,26.70,69.70,26.80,67.10,0.22,-0.04
51162,26.70,69.70,26.80,67.10,0.10,-0.04
51386,26.70,69.70,26.80,67.10,0.22,0.04
51610,26.70,69.70,26.80,67.10,0.22,-0.04
51834,26.70,69.70,26.80,67.10,0.22,-0.04
52059,26.70,69.70,26.80,67.10,0.22,0.11
52283,26.70,69.70,26.80,67.10,0.22,-0.04
52506,26.70,69.70,26.80,67.10,0.22,-0.11
52730,26.70,69.70,26.80,67.10,0.22,0.04
52955,26.70,69.70,26.80,67.10,0.22,-0.04
53186,26.70,69.70,26.80,67.10,0.07,-0.11
53412,26.70,69.70,26.80,67.10,0.22,-0.04
53637,26.70,69.70,26.80,67.10,0.22,-0.04
53861,26.70,69.70,26.80,67.10,0.22,-0.04
54085,26.70,69.70,26.80,67.10,0.22,-0.04
54309,26.70,69.70,26.80,67.10,0.22,-0.04
54534,26.70,69.70,26.80,67.10,0.22,-0.04
54758,26.70,69.70,26.80,67.10,0.22,-0.04
54982,26.70,69.70,26.80,67.10,0.22,0.04
55213,26.70,69.70,26.80,67.10,0.10,-0.04
55437,26.70,69.70,26.80,67.10,0.24,-0.04
55661,26.70,69.70,26.80,67.10,0.22,-0.04
55885,26.70,69.70,26.80,67.10,0.20,-0.11
56151,26.70,69.70,26.80,67.10,0.20,-0.04
56378,26.70,69.70,26.80,67.10,0.22,-0.04
56602,26.70,69.70,26.80,67.10,0.22,-0.11
56826,26.70,69.70,26.80,67.10,0.22,0.04
57050,26.70,69.70,26.80,67.10,0.22,-0.04
57281,26.70,69.70,26.80,67.10,0.10,-0.19
57505,26.70,69.70,26.80,67.10,0.22,-0.04
57730,26.70,69.70,26.80,67.10,0.22,-0.04
57954,26.70,69.70,26.80,67.10,0.22,-0.04
58178,26.70,69.70,26.80,67.10,0.22,0.04
58402,26.70,69.70,26.80,67.10,0.22,0.04
58627,26.70,69.70,26.80,67.10,0.22,-0.04
58851,26.70,69.70,26.80,67.10,0.22,0.04
59077,26.70,69.70,26.80,67.10,0.22,-0.04
59309,26.70,69.70,26.80,67.10,0.10,-0.04
59533,26.70,69.70,26.80,67.10,0.22,-0.04
59757,26.70,69.70,26.80,67.10,0.22,0.04
59981,26.70,69.70,26.80,67.10,0.22,-0.04
60206,26.70,69.70,26.80,67.10,0.22,-0.11
60429,26.70,69.70,26.80,67.10,0.22,-0.04
60653,26.70,69.70,26.80,67.10,0.22,-0.04
60877,26.70,69.70,26.80,67.10,0.22,-0.11
61102,26.70,69.70,26.80,67.10,0.22,-0.04
61333,26.70,69.70,26.80,67.10,0.07,-0.11
61557,26.70,69.70,26.80,67.10,0.24,-0.04
61812,26.70,69.70,26.80,67.10,0.22,-0.04
62036,26.70,69.70,26.80,67.10,0.22,-0.04
62261,26.70,69.70,26.80,67.10,0.22,0.04
62485,26.70,69.70,26.80,67.10,0.22,-0.04
62708,26.70,69.70,26.80,67.10,0.22,-0.04
62932,26.70,69.70,26.80,67.10,0.22,-0.04
63157,26.70,69.70,26.80,67.10,0.22,-0.04
63388,26.60,69.60,26.80,67.10,0.10,-0.11
63612,26.60,69.60,26.80,67.10,0.24,0.04
63836,26.60,69.60,26.80,67.10,0.22,-0.04
64060,26.60,69.60,26.80,67.10,0.22,0.04
64284,26.60,69.60,26.80,67.10,0.22,0.04
64512,26.60,69.60,26.80,67.10,0.22,-0.11
64736,26.60,69.60,26.80,67.10,0.22,-0.11
64959,26.60,69.60,26.80,67.10,0.22,0.04
65183,26.60,69.60,26.80,67.10,0.22,-0.04
65415,26.60,69.60,26.80,67.10,0.07,-0.19
65639,26.60,69.60,26.80,67.10,0.24,-0.04
65863,26.60,69.60,26.80,67.10,0.22,0.04
66086,26.60,69.60,26.80,67.10,0.22,-0.04
66311,26.60,69.60,26.80,67.10,0.22,0.04
66535,26.60,69.60,26.80,67.10,0.22,-0.11
66759,26.60,69.60,26.80,67.10,0.22,0.04
66983,26.60,69.60,26.80,67.10,0.22,-0.11
67236,26.60,69.60,26.80,67.10,0.22,-0.04
67470,26.70,69.60,26.80,67.10,0.10,-0.04
67694,26.70,69.60,26.80,67.10,0.22,-0.04
67918,26.70,69.60,26.80,67.10,0.22,0.04
68143,26.70,69.60,26.80,67.10,0.22,-0.04
68367,26.70,69.60,26.80,67.10,0.22,-0.11
68591,26.70,69.60,26.80,67.10,0.22,-0.04
68815,26.70,69.60,26.80,67.10,0.22,-0.04
69040,26.70,69.60,26.80,67.10,0.22,-0.04
69264,26.70,69.60,26.80,67.10,0.22,0.04
69494,26.60,69.60,26.80,67.10,0.07,-0.19
69719,26.60,69.60,26.80,67.10,0.22,0.04
69943,26.60,69.60,26.80,67.10,0.22,-0.04
70169,26.60,69.60,26.80,67.10,0.22,-0.04
70393,26.60,69.60,26.80,67.10,0.22,0.04
70618,26.60,69.60,26.80,67.10,0.22,-0.11
70842,26.60,69.60,26.80,67.10,0.22,-0.04
71066,26.60,69.60,26.80,67.10,0.22,-0.11
71290,26.60,69.60,26.80,67.10,0.22,-0.11
71522,26.60,69.60,26.80,67.10,0.07,-0.19
71746,26.60,69.60,26.80,67.10,0.24,-0.04
71969,26.60,69.60,26.80,67.10,0.22,-0.04
72194,26.60,69.60,26.80,67.10,0.22,-0.04
72418,26.60,69.60,26.80,67.10,0.22,-0.04
72642,26.60,69.60,26.80,67.10,0.22,-0.04
72897,26.60,69.60,26.80,67.10,0.22,-0.04
73121,26.60,69.60,26.80,67.10,0.22,-0.11
73346,26.60,69.60,26.80,67.10,0.22,-0.04
73577,26.60,69.60,26.80,67.10,0.10,-0.11
73801,26.60,69.60,26.80,67.10,0.22,0.04
74025,26.60,69.60,26.80,67.10,0.22,-0.04
74250,26.60,69.60,26.80,67.10,0.22,0.11
74474,26.60,69.60,26.80,67.10,0.22,0.04
74698,26.60,69.60,26.80,67.10,0.22,-0.04
74923,26.60,69.60,26.80,67.10,0.22,-0.04
75147,26.60,69.60,26.80,67.10,0.22,-0.04
75370,26.60,69.60,26.80,67.10,0.22,-0.11
75606,26.70,69.60,26.80,67.10,0.07,-0.04
75829,26.70,69.60,26.80,67.10,0.22,-0.04
76053,26.70,69.60,26.80,67.10,0.22,0.04
76277,26.70,69.60,26.80,67.10,0.22,0.04
76502,26.70,69.60,26.80,67.10,0.22,0.04
76726,26.70,69.60,26.80,67.10,0.22,-0.04
76950,26.70,69.60,26.80,67.10,0.22,-0.04
77174,26.70,69.60,26.80,67.10,0.22,-0.11
77399,26.70,69.60,26.80,67.10,0.22,-0.04
77629,26.70,69.60,26.80,67.10,0.10,-0.11
77853,26.70,69.60,26.80,67.10,0.22,-0.04
78077,26.70,69.60,26.80,67.10,0.22,-0.04
78330,26.70,69.60,26.80,67.10,0.22,-0.04
78557,26.70,69.60,26.80,67.10,0.22,-0.04
78781,26.70,69.60,26.80,67.10,0.22,0.04
79005,26.70,69.60,26.80,67.10,0.22,0.04
79229,26.70,69.60,26.80,67.10,0.22,-0.11
79454,26.70,69.60,26.80,67.10,0.22,-0.04
79684,26.60,69.50,26.80,67.10,0.10,-0.11
79908,26.60,69.50,26.80,67.10,0.22,-0.04
80133,26.60,69.50,26.80,67.10,0.22,-0.11
80357,26.60,69.50,26.80,67.10,0.22,0.11
80581,26.60,69.50,26.80,67.10,0.22,-0.04
80805,26.60,69.50,26.80,67.10,0.22,0.04
81029,26.60,69.50,26.80,67.10,0.22,-0.04
81256,26.60,69.50,26.80,67.10,0.22,-0.11
81480,26.60,69.50,26.80,67.10,0.22,0.04
81711,26.60,69.50,26.80,67.10,0.10,-0.19
81935,26.60,69.50,26.80,67.10,0.22,0.04
82159,26.60,69.50,26.80,67.10,0.22,-0.11
82383,26.60,69.50,26.80,67.10,0.22,-0.11
82608,26.60,69.50,26.80,67.10,0.22,0.04
82832,26.60,69.50,26.80,67.10,0.22,-0.11
83055,26.60,69.50,26.80,67.10,0.22,-0.11
83279,26.60,69.50,26.80,67.10,0.22,-0.04
83504,26.60,69.50,26.80,67.10,0.22,-0.04
83735,26.60,69.50,26.80,67.10,0.07,-0.11
83990,26.60,69.50,26.80,67.10,0.22,-0.04
84214,26.60,69.50,26.80,67.10,0.22,0.04
84439,26.60,69.50,26.80,67.10,0.22,-0.04
84662,26.60,69.50,26.80,67.10,0.22,0.04
84886,26.60,69.50,26.80,67.10,0.22,0.04
85110,26.60,69.50,26.80,67.10,0.22,-0.11
85335,26.60,69.50,26.80,67.10,0.22,-0.04
85559,26.60,69.50,26.80,67.10,0.22,0.04
85789,26.70,69.60,26.80,67.10,0.07,-0.11
86013,26.70,69.60,26.80,67.10,0.24,0.11
86238,26.70,69.60,26.80,67.10,0.22,-0.04
86462,26.70,69.60,26.80,67.10,0.22,-0.11
86688,26.70,69.60,26.80,67.10,0.22,-0.04
86913,26.70,69.60,26.80,67.10,0.22,-0.04
87137,26.70,69.60,26.80,67.10,0.22,-0.11
87361,26.70,69.60,26.80,67.10,0.22,-0.04
87585,26.70,69.60,26.80,67.10,0.22,0.04
87816,26.70,69.50,26.80,67.10,0.10,-0.11
88040,26.70,69.50,26.80,67.10,0.24,-0.11
88264,26.70,69.50,26.80,67.10,0.22,-0.04
88488,26.70,69.50,26.80,67.10,0.22,0.04
88713,26.70,69.50,26.80,67.10,0.22,-0.04
88937,26.70,69.50,26.80,67.10,0.22,-0.04
89161,26.70,69.50,26.80,67.10,0.22,-0.04
89413,26.70,69.50,26.80,67.10,0.20,-0.04
89640,26.70,69.50,26.80,67.10,0.22,-0.04
89871,26.60,69.50,26.80,67.10,0.10,-0.04
90095,26.60,69.50,26.80,67.10,0.22,-0.04
90319,26.60,69.50,26.80,67.10,0.22,0.04
90544,26.60,69.50,26.80,67.10,0.22,0.04
90768,26.60,69.50,26.80,67.10,0.22,-0.04
90992,26.60,69.50,26.80,67.10,0.22,-0.04
91216,26.60,69.50,26.80,67.10,0.22,-0.11
91441,26.60,69.50,26.80,67.10,0.22,-0.04
91665,26.60,69.50,26.80,67.10,0.22,0.04
91895,26.60,69.50,26.80,67.10,0.10,-0.11
92120,26.60,69.50,26.80,67.10,0.24,0.04
92347,26.60,69.50,26.80,67.10,0.22,0.04
92571,26.60,69.50,26.80,67.10,0.22,-0.04
92795,26.60,69.50,26.80,67.10,0.22,-0.04
93020,26.60,69.50,26.80,67.10,0.24,-0.04
93244,26.60,69.50,26.80,67.10,0.22,-0.04
93468,26.60,69.50,26.80,67.10,0.22,-0.04
93692,26.60,69.50,26.80,67.10,0.22,0.04
93923,26.70,69.60,26.80,67.10,0.10,-0.11
94147,26.70,69.60,26.80,67.10,0.24,-0.04
94371,26.70,69.60,26.80,67.10,0.22,-0.04
94596,26.70,69.60,26.80,67.10,0.22,0.04
94820,26.70,69.60,26.80,67.10,0.22,-0.04
95075,26.70,69.60,26.80,67.10,0.22,0.04
95299,26.70,69.60,26.80,67.10,0.22,-0.04
95523,26.70,69.60,26.80,67.10,0.22,0.04
95748,26.70,69.60,26.80,67.10,0.22,0.04
95979,26.60,69.50,26.80,67.10,0.10,-0.04
96203,26.60,69.50,26.80,67.10,0.24,-0.04
96428,26.60,69.50,26.80,67.10,0.22,-0.04
96652,26.60,69.50,26.80,67.10,0.22,-0.04
96876,26.60,69.50,26.80,67.10,0.22,0.04
97100,26.60,69.50,26.80,67.10,0.22,0.04
97324,26.60,69.50,26.80,67.10,0.22,0.11
97548,26.60,69.50,26.80,67.10,0.22,-0.04
97772,26.60,69.50,26.80,67.10,0.22,0.04
98007,26.60,69.50,26.80,67.00,0.10,-0.11
98231,26.60,69.50,26.80,67.00,0.24,0.04
98455,26.60,69.50,26.80,67.00,0.22,-0.04
98679,26.60,69.50,26.80,67.00,0.22,-0.11
98904,26.60,69.50,26.80,67.00,0.22,-0.11
99128,26.60,69.50,26.80,67.00,0.22,-0.04
99352,26.60,69.50,26.80,67.00,0.22,-0.11
99576,26.60,69.50,26.80,67.00,0.22,0.04
99801,26.60,69.50,26.80,67.00,0.22,-0.11
100032,26.60,69.50,26.80,67.00,0.07,-0.11
100256,26.60,69.50,26.80,67.00,0.24,-0.04
100509,26.60,69.50,26.80,67.00,0.22,-0.04
100737,26.60,69.50,26.80,67.00,0.22,-0.04
100961,26.60,69.50,26.80,67.00,0.22,0.04
101185,26.60,69.50,26.80,67.00,0.20,-0.04
101409,26.60,69.50,26.80,67.00,0.22,-0.04
101634,26.60,69.50,26.80,67.00,0.22,-0.04
101858,26.60,69.50,26.80,67.00,0.22,0.04
102089,26.60,69.40,26.80,67.00,0.10,-0.04
102313,26.60,69.40,26.80,67.00,0.24,-0.04
102538,26.60,69.40,26.80,67.00,0.22,-0.11
102762,26.60,69.40,26.80,67.00,0.22,0.04
102986,26.60,69.40,26.80,67.00,0.22,-0.04
103211,26.60,69.40,26.80,67.00,0.22,-0.04
103438,26.60,69.40,26.80,67.00,0.22,-0.04
103662,26.60,69.40,26.80,67.00,0.22,-0.04
103886,26.60,69.40,26.80,67.00,0.22,-0.04
104117,26.70,69.50,26.80,67.00,0.10,-0.11
104341,26.70,69.50,26.80,67.00,0.22,-0.04
104565,26.70,69.50,26.80,67.00,0.22,-0.04
104790,26.70,69.50,26.80,67.00,0.22,-0.04
105014,26.70,69.50,26.80,67.00,0.20,-0.11
105238,26.70,69.50,26.80,67.00,0.22,0.04
105462,26.70,69.50,26.80,67.00,0.22,-0.11
105688,26.70,69.50,26.80,67.00,0.22,-0.11
105939,26.70,69.50,26.80,67.00,0.20,-0.04
106173,26.60,69.40,26.80,67.00,0.10,-0.04
106397,26.60,69.40,26.80,67.00,0.22,-0.04
106621,26.60,69.40,26.80,67.00,0.22,-0.04
106846,26.60,69.40,26.80,67.00,0.22,-0.04
107070,26.60,69.40,26.80,67.00,0.22,0.04
107294,26.60,69.40,26.80,67.00,0.22,-0.04
107518,26.60,69.40,26.80,67.00,0.22,-0.04
107743,26.60,69.40,26.80,67.00,0.22,-0.04
107968,26.60,69.40,26.80,67.00,0.22,-0.04
108198,26.60,69.40,26.80,67.00,0.10,-0.11
108423,26.60,69.40,26.80,67.00,0.22,0.04
108647,26.60,69.40,26.80,67.00,0.22,0.04
108874,26.60,69.40,26.80,67.00,0.22,-0.11
109099,26.60,69.40,26.80,67.00,0.22,0.04
109323,26.60,69.40,26.80,67.00,0.22,-0.04
109547,26.60,69.40,26.80,67.00,0.22,0.04
109771,26.60,69.40,26.80,67.00,0.22,-0.04
109996,26.60,69.40,26.80,67.00,0.22,0.04
110226,26.60,69.40,26.80,67.00,0.10,-0.04
110450,26.60,69.40,26.80,67.00,0.24,-0.04
110674,26.60,69.40,26.80,67.00,0.22,-0.04
110899,26.60,69.40,26.80,67.00,0.22,-0.04
111123,26.60,69.40,26.80,67.00,0.22,-0.04
111347,26.60,69.40,26.80,67.00,0.24,-0.04
111604,26.60,69.40,26.80,67.00,0.22,0.04
111828,26.60,69.40,26.80,67.00,0.22,0.04
112053,26.60,69.40,26.80,67.00,0.22,0.04
112283,26.60,69.40,26.80,67.00,0.10,-0.11
112507,26.60,69.40,26.80,67.00,0.24,-0.04
112732,26.60,69.40,26.80,67.00,0.22,0.04
112956,26.60,69.40,26.80,67.00,0.22,0.04
113180,26.60,69.40,26.80,67.00,0.22,0.04
113404,26.60,69.40,26.80,67.00,0.22,-0.04
113629,26.60,69.40,26.80,67.00,0.22,0.04
113853,26.60,69.40,26.80,67.00,0.22,-0.04
114077,26.60,69.40,26.80,67.00,0.20,-0.04
114311,26.70,69.50,26.80,67.00,0.10,-0.11
114535,26.70,69.50,26.80,67.00,0.24,-0.04
114759,26.70,69.50,26.80,67.00,0.22,-0.11
114984,26.70,69.50,26.80,67.00,0.22,-0.04
115209,26.70,69.50,26.80,67.00,0.22,-0.11
115433,26.70,69.50,26.80,67.00,10.74,2.55
115657,26.70,69.50,26.80,67.00,12.27,2.93
115881,26.70,69.50,26.80,67.00,12.27,2.93
